# If units not specified use current design units
Units mils

# Format for pin definition file (comma delineated)
PinNumber,Padstack,x,y,rotation
AP53,C450SM550PM450,5608.6,2321.5,0.0
AP55,C450SM550PM450,5671.4,2321.5,0.0
AP57,C450SM550PM450,5734.1,2321.5,0.0
AP59,C450SM550PM450,5796.8,2321.5,0.0
AP61,C450SM550PM450,5859.6,2321.5,0.0
AP63,C450SM550PM450,5922.3,2321.5,0.0
AP65,C450SM550PM450,5985.1,2321.5,0.0
AP67,C450SM550PM450,6047.8,2321.5,0.0
AP69,C450SM550PM450,6110.5,2321.5,0.0
AR2,C450SM550PM450,4008.9,2303.4,0.0
AR4,C450SM550PM450,4071.6,2303.4,0.0
AR6,C450SM550PM450,4134.3,2303.4,0.0
AR8,C450SM550PM450,4197.1,2303.4,0.0
AR10,C450SM550PM450,4259.8,2303.4,0.0
AR12,C450SM550PM450,4322.5,2303.4,0.0
AR14,C450SM550PM450,4385.3,2303.4,0.0
AR16,C450SM550PM450,4448.0,2303.4,0.0
AR18,C450SM550PM450,4510.8,2303.4,0.0
AR20,C450SM550PM450,4573.5,2303.4,0.0
AR22,C450SM550PM450,4636.2,2303.4,0.0
AR24,C450SM550PM450,4699.0,2303.4,0.0
AR26,C450SM550PM450,4761.7,2303.4,0.0
AR28,C450SM550PM450,4824.4,2303.4,0.0
AR30,C450SM550PM450,4887.2,2303.4,0.0
AR32,C450SM550PM450,4949.9,2303.4,0.0
AR34,C450SM550PM450,5012.6,2303.4,0.0
AR36,C450SM550PM450,5075.4,2303.4,0.0
AR38,C450SM550PM450,5138.1,2303.4,0.0
AR40,C450SM550PM450,5200.9,2303.4,0.0
AR42,C450SM550PM450,5263.6,2303.4,0.0
AR44,C450SM550PM450,5326.3,2303.4,0.0
AR46,C450SM550PM450,5389.1,2303.4,0.0
AR48,C450SM550PM450,5451.8,2303.4,0.0
AR50,C450SM550PM450,5514.5,2303.4,0.0
AR52,C450SM550PM450,5577.3,2303.4,0.0
AR54,C450SM550PM450,5640.0,2303.4,0.0
AR56,C450SM550PM450,5702.7,2303.4,0.0
AR58,C450SM550PM450,5765.5,2303.4,0.0
AR60,C450SM550PM450,5828.2,2303.4,0.0
AR62,C450SM550PM450,5890.9,2303.4,0.0
AR64,C450SM550PM450,5953.7,2303.4,0.0
AR66,C450SM550PM450,6016.4,2303.4,0.0
AR68,C450SM550PM450,6079.2,2303.4,0.0
AT1,C450SM550PM450,3977.5,2285.3,0.0
AT3,C450SM550PM450,4040.2,2285.3,0.0
AT5,C450SM550PM450,4103.0,2285.3,0.0
AT7,C450SM550PM450,4165.7,2285.3,0.0
AT9,C450SM550PM450,4228.4,2285.3,0.0
AT11,C450SM550PM450,4291.2,2285.3,0.0
AT13,C450SM550PM450,4353.9,2285.3,0.0
AT15,C450SM550PM450,4416.6,2285.3,0.0
AT17,C450SM550PM450,4479.4,2285.3,0.0
AT19,C450SM550PM450,4542.1,2285.3,0.0
AT21,C450SM550PM450,4604.9,2285.3,0.0
AT23,C450SM550PM450,4667.6,2285.3,0.0
AT25,C450SM550PM450,4730.3,2285.3,0.0
AT27,C450SM550PM450,4793.1,2285.3,0.0
AT29,C450SM550PM450,4855.8,2285.3,0.0
AT31,C450SM550PM450,4918.5,2285.3,0.0
AT33,C450SM550PM450,4981.3,2285.3,0.0
AT35,C450SM550PM450,5044.0,2285.3,0.0
AT37,C450SM550PM450,5106.7,2285.3,0.0
AT39,C450SM550PM450,5169.5,2285.3,0.0
AT41,C450SM550PM450,5232.2,2285.3,0.0
AT43,C450SM550PM450,5295.0,2285.3,0.0
AT45,C450SM550PM450,5357.7,2285.3,0.0
AT47,C450SM550PM450,5420.4,2285.3,0.0
AT49,C450SM550PM450,5483.2,2285.3,0.0
AT51,C450SM550PM450,5545.9,2285.3,0.0
AT53,C450SM550PM450,5608.6,2285.3,0.0
AT55,C450SM550PM450,5671.4,2285.3,0.0
AT57,C450SM550PM450,5734.1,2285.3,0.0
AT59,C450SM550PM450,5796.8,2285.3,0.0
AT61,C450SM550PM450,5859.6,2285.3,0.0
AT63,C450SM550PM450,5922.3,2285.3,0.0
AT65,C450SM550PM450,5985.1,2285.3,0.0
AT67,C450SM550PM450,6047.8,2285.3,0.0
AT69,C450SM550PM450,6110.5,2285.3,0.0
AU2,C450SM550PM450,4008.9,2267.2,0.0
AU4,C450SM550PM450,4071.6,2267.2,0.0
AU6,C450SM550PM450,4134.3,2267.2,0.0
AU8,C450SM550PM450,4197.1,2267.2,0.0
AU10,C450SM550PM450,4259.8,2267.2,0.0
AU12,C450SM550PM450,4322.5,2267.2,0.0
AU14,C450SM550PM450,4385.3,2267.2,0.0
AU16,C450SM550PM450,4448.0,2267.2,0.0
AU18,C450SM550PM450,4510.8,2267.2,0.0
AU20,C450SM550PM450,4573.5,2267.2,0.0
AU22,C450SM550PM450,4636.2,2267.2,0.0
AU24,C450SM550PM450,4699.0,2267.2,0.0
AU26,C450SM550PM450,4761.7,2267.2,0.0
AU28,C450SM550PM450,4824.4,2267.2,0.0
AU30,C450SM550PM450,4887.2,2267.2,0.0
AU32,C450SM550PM450,4949.9,2267.2,0.0
AU34,C450SM550PM450,5012.6,2267.2,0.0
AU36,C450SM550PM450,5075.4,2267.2,0.0
AU38,C450SM550PM450,5138.1,2267.2,0.0
AU40,C450SM550PM450,5200.9,2267.2,0.0
AU42,C450SM550PM450,5263.6,2267.2,0.0
AU44,C450SM550PM450,5326.3,2267.2,0.0
AU46,C450SM550PM450,5389.1,2267.2,0.0
AU48,C450SM550PM450,5451.8,2267.2,0.0
AU50,C450SM550PM450,5514.5,2267.2,0.0
AU52,C450SM550PM450,5577.3,2267.2,0.0
AU54,C450SM550PM450,5640.0,2267.2,0.0
AU56,C450SM550PM450,5702.7,2267.2,0.0
AU58,C450SM550PM450,5765.5,2267.2,0.0
AU60,C450SM550PM450,5828.2,2267.2,0.0
AU62,C450SM550PM450,5890.9,2267.2,0.0
AU64,C450SM550PM450,5953.7,2267.2,0.0
AU66,C450SM550PM450,6016.4,2267.2,0.0
AU68,C450SM550PM450,6079.2,2267.2,0.0
AV1,C450SM550PM450,3977.5,2249.1,0.0
AV3,C450SM550PM450,4040.2,2249.1,0.0
AV5,C450SM550PM450,4103.0,2249.1,0.0
AV7,C450SM550PM450,4165.7,2249.1,0.0
AV9,C450SM550PM450,4228.4,2249.1,0.0
AV11,C450SM550PM450,4291.2,2249.1,0.0
AV13,C450SM550PM450,4353.9,2249.1,0.0
AV15,C450SM550PM450,4416.6,2249.1,0.0
AV17,C450SM550PM450,4479.4,2249.1,0.0
AV19,C450SM550PM450,4542.1,2249.1,0.0
AV21,C450SM550PM450,4604.9,2249.1,0.0
AV23,C450SM550PM450,4667.6,2249.1,0.0
AV25,C450SM550PM450,4730.3,2249.1,0.0
AV27,C450SM550PM450,4793.1,2249.1,0.0
AV29,C450SM550PM450,4855.8,2249.1,0.0
AV31,C450SM550PM450,4918.5,2249.1,0.0
AV33,C450SM550PM450,4981.3,2249.1,0.0
AV35,C450SM550PM450,5044.0,2249.1,0.0
AV37,C450SM550PM450,5106.7,2249.1,0.0
AV39,C450SM550PM450,5169.5,2249.1,0.0
AV41,C450SM550PM450,5232.2,2249.1,0.0
AV43,C450SM550PM450,5295.0,2249.1,0.0
AV45,C450SM550PM450,5357.7,2249.1,0.0
AV47,C450SM550PM450,5420.4,2249.1,0.0
AV49,C450SM550PM450,5483.2,2249.1,0.0
AV51,C450SM550PM450,5545.9,2249.1,0.0
AV53,C450SM550PM450,5608.6,2249.1,0.0
AV55,C450SM550PM450,5671.4,2249.1,0.0
AV57,C450SM550PM450,5734.1,2249.1,0.0
AV59,C450SM550PM450,5796.8,2249.1,0.0
AV61,C450SM550PM450,5859.6,2249.1,0.0
AV63,C450SM550PM450,5922.3,2249.1,0.0
AV65,C450SM550PM450,5985.1,2249.1,0.0
AV67,C450SM550PM450,6047.8,2249.1,0.0
AV69,C450SM550PM450,6110.5,2249.1,0.0
AW2,C450SM550PM450,4008.9,2231.0,0.0
AW4,C450SM550PM450,4071.6,2231.0,0.0
AW6,C450SM550PM450,4134.3,2231.0,0.0
AW8,C450SM550PM450,4197.1,2231.0,0.0
AW10,C450SM550PM450,4259.8,2231.0,0.0
AW12,C450SM550PM450,4322.5,2231.0,0.0
AW14,C450SM550PM450,4385.3,2231.0,0.0
AW16,C450SM550PM450,4448.0,2231.0,0.0
AW18,C450SM550PM450,4510.8,2231.0,0.0
AW20,C450SM550PM450,4573.5,2231.0,0.0
AW22,C450SM550PM450,4636.2,2231.0,0.0
AW24,C450SM550PM450,4699.0,2231.0,0.0
AW26,C450SM550PM450,4761.7,2231.0,0.0
AW28,C450SM550PM450,4824.4,2231.0,0.0
AW30,C450SM550PM450,4887.2,2231.0,0.0
AW32,C450SM550PM450,4949.9,2231.0,0.0
AW34,C450SM550PM450,5012.6,2231.0,0.0
AW36,C450SM550PM450,5075.4,2231.0,0.0
AW38,C450SM550PM450,5138.1,2231.0,0.0
AW40,C450SM550PM450,5200.9,2231.0,0.0
AW42,C450SM550PM450,5263.6,2231.0,0.0
AW44,C450SM550PM450,5326.3,2231.0,0.0
AW46,C450SM550PM450,5389.1,2231.0,0.0
AW48,C450SM550PM450,5451.8,2231.0,0.0
AW50,C450SM550PM450,5514.5,2231.0,0.0
AW52,C450SM550PM450,5577.3,2231.0,0.0
AW54,C450SM550PM450,5640.0,2231.0,0.0
AW56,C450SM550PM450,5702.7,2231.0,0.0
AW58,C450SM550PM450,5765.5,2231.0,0.0
AW60,C450SM550PM450,5828.2,2231.0,0.0
AW62,C450SM550PM450,5890.9,2231.0,0.0
AW64,C450SM550PM450,5953.7,2231.0,0.0
AW66,C450SM550PM450,6016.4,2231.0,0.0
AW68,C450SM550PM450,6079.2,2231.0,0.0
AY1,C450SM550PM450,3977.5,2212.9,0.0
AY3,C450SM550PM450,4040.2,2212.9,0.0
AY5,C450SM550PM450,4103.0,2212.9,0.0
AY7,C450SM550PM450,4165.7,2212.9,0.0
AY9,C450SM550PM450,4228.4,2212.9,0.0
AY11,C450SM550PM450,4291.2,2212.9,0.0
AY13,C450SM550PM450,4353.9,2212.9,0.0
AY15,C450SM550PM450,4416.6,2212.9,0.0
AY17,C450SM550PM450,4479.4,2212.9,0.0
AY19,C450SM550PM450,4542.1,2212.9,0.0
AY21,C450SM550PM450,4604.9,2212.9,0.0
AY23,C450SM550PM450,4667.6,2212.9,0.0
AY25,C450SM550PM450,4730.3,2212.9,0.0
AY27,C450SM550PM450,4793.1,2212.9,0.0
AY29,C450SM550PM450,4855.8,2212.9,0.0
AY41,C450SM550PM450,5232.2,2212.9,0.0
AY43,C450SM550PM450,5295.0,2212.9,0.0
AY45,C450SM550PM450,5357.7,2212.9,0.0
AY47,C450SM550PM450,5420.4,2212.9,0.0
AY49,C450SM550PM450,5483.2,2212.9,0.0
AY51,C450SM550PM450,5545.9,2212.9,0.0
AY53,C450SM550PM450,5608.6,2212.9,0.0
AY55,C450SM550PM450,5671.4,2212.9,0.0
AY57,C450SM550PM450,5734.1,2212.9,0.0
AY59,C450SM550PM450,5796.8,2212.9,0.0
AY61,C450SM550PM450,5859.6,2212.9,0.0
AY63,C450SM550PM450,5922.3,2212.9,0.0
AY65,C450SM550PM450,5985.1,2212.9,0.0
AY67,C450SM550PM450,6047.8,2212.9,0.0
AY69,C450SM550PM450,6110.5,2212.9,0.0
B1,C500SM600PM500,3977.5,2901.1,0.0
B3,C475SM575PM475,4040.2,2901.1,0.0
B5,C450SM550PM450,4103.0,2901.1,0.0
B7,C450SM550PM450,4165.7,2901.1,0.0
B9,C450SM550PM450,4228.4,2901.1,0.0
B11,C450SM550PM450,4291.2,2901.1,0.0
B13,C450SM550PM450,4353.9,2901.1,0.0
B15,C450SM550PM450,4416.6,2901.1,0.0
B17,C450SM550PM450,4479.4,2901.1,0.0
B19,C450SM550PM450,4542.1,2901.1,0.0
B21,C450SM550PM450,4604.9,2901.1,0.0
B23,C450SM550PM450,4667.6,2901.1,0.0
B25,C450SM550PM450,4730.3,2901.1,0.0
B27,C450SM550PM450,4793.1,2901.1,0.0
B29,C450SM550PM450,4855.8,2901.1,0.0
B31,C450SM550PM450,4918.5,2901.1,0.0
B33,C450SM550PM450,4981.3,2901.1,0.0
B35,C450SM550PM450,5044.0,2901.1,0.0
B37,C450SM550PM450,5106.7,2901.1,0.0
B39,C450SM550PM450,5169.5,2901.1,0.0
B41,C450SM550PM450,5232.2,2901.1,0.0
B43,C450SM550PM450,5295.0,2901.1,0.0
B45,C450SM550PM450,5357.7,2901.1,0.0
B47,C450SM550PM450,5420.4,2901.1,0.0
B49,C450SM550PM450,5483.2,2901.1,0.0
B51,C450SM550PM450,5545.9,2901.1,0.0
B53,C450SM550PM450,5608.6,2901.1,0.0
B55,C450SM550PM450,5671.4,2901.1,0.0
B57,C450SM550PM450,5734.1,2901.1,0.0
B59,C450SM550PM450,5796.8,2901.1,0.0
B61,C450SM550PM450,5859.6,2901.1,0.0
B63,C450SM550PM450,5922.3,2901.1,0.0
B65,C450SM550PM450,5985.1,2901.1,0.0
B67,C475SM575PM475,6047.8,2901.1,0.0
B69,C500SM600PM500,6110.5,2901.1,0.0
BA2,C450SM550PM450,4008.9,2194.8,0.0
BA4,C450SM550PM450,4071.6,2194.8,0.0
BA6,C450SM550PM450,4134.3,2194.8,0.0
BA8,C450SM550PM450,4197.1,2194.8,0.0
BA10,C450SM550PM450,4259.8,2194.8,0.0
BA12,C450SM550PM450,4322.5,2194.8,0.0
BA14,C450SM550PM450,4385.3,2194.8,0.0
BA16,C450SM550PM450,4448.0,2194.8,0.0
BA18,C450SM550PM450,4510.8,2194.8,0.0
BA20,C450SM550PM450,4573.5,2194.8,0.0
BA22,C450SM550PM450,4636.2,2194.8,0.0
BA24,C450SM550PM450,4699.0,2194.8,0.0
BA26,C450SM550PM450,4761.7,2194.8,0.0
BA28,C450SM550PM450,4824.4,2194.8,0.0
BA42,C450SM550PM450,5263.6,2194.8,0.0
BA44,C450SM550PM450,5326.3,2194.8,0.0
BA46,C450SM550PM450,5389.1,2194.8,0.0
BA48,C450SM550PM450,5451.8,2194.8,0.0
BA50,C450SM550PM450,5514.5,2194.8,0.0
BA52,C450SM550PM450,5577.3,2194.8,0.0
BA54,C450SM550PM450,5640.0,2194.8,0.0
BA56,C450SM550PM450,5702.7,2194.8,0.0
BA58,C450SM550PM450,5765.5,2194.8,0.0
BA60,C450SM550PM450,5828.2,2194.8,0.0
BA62,C450SM550PM450,5890.9,2194.8,0.0
BA64,C450SM550PM450,5953.7,2194.8,0.0
BA66,C450SM550PM450,6016.4,2194.8,0.0
BA68,C450SM550PM450,6079.2,2194.8,0.0
BB1,C450SM550PM450,3977.5,2176.7,0.0
BB3,C450SM550PM450,4040.2,2176.7,0.0
BB5,C450SM550PM450,4103.0,2176.7,0.0
BB7,C450SM550PM450,4165.7,2176.7,0.0
BB9,C450SM550PM450,4228.4,2176.7,0.0
BB11,C450SM550PM450,4291.2,2176.7,0.0
BB13,C450SM550PM450,4353.9,2176.7,0.0
BB15,C450SM550PM450,4416.6,2176.7,0.0
BB17,C450SM550PM450,4479.4,2176.7,0.0
BB19,C450SM550PM450,4542.1,2176.7,0.0
BB21,C450SM550PM450,4604.9,2176.7,0.0
BB23,C450SM550PM450,4667.6,2176.7,0.0
BB25,C450SM550PM450,4730.3,2176.7,0.0
BB27,C450SM550PM450,4793.1,2176.7,0.0
BB29,C450SM550PM450,4855.8,2176.7,0.0
BB41,C450SM550PM450,5232.2,2176.7,0.0
BB43,C450SM550PM450,5295.0,2176.7,0.0
BB45,C450SM550PM450,5357.7,2176.7,0.0
BB47,C450SM550PM450,5420.4,2176.7,0.0
BB49,C450SM550PM450,5483.2,2176.7,0.0
BB51,C450SM550PM450,5545.9,2176.7,0.0
BB53,C450SM550PM450,5608.6,2176.7,0.0
BB55,C450SM550PM450,5671.4,2176.7,0.0
BB57,C450SM550PM450,5734.1,2176.7,0.0
BB59,C450SM550PM450,5796.8,2176.7,0.0
BB61,C450SM550PM450,5859.6,2176.7,0.0
BB63,C450SM550PM450,5922.3,2176.7,0.0
BB65,C450SM550PM450,5985.1,2176.7,0.0
BB67,C450SM550PM450,6047.8,2176.7,0.0
BB69,C450SM550PM450,6110.5,2176.7,0.0
BC2,C450SM550PM450,4008.9,2158.6,0.0
BC4,C450SM550PM450,4071.6,2158.6,0.0
BC6,C450SM550PM450,4134.3,2158.6,0.0
BC8,C450SM550PM450,4197.1,2158.6,0.0
BC10,C450SM550PM450,4259.8,2158.6,0.0
BC12,C450SM550PM450,4322.5,2158.6,0.0
BC14,C450SM550PM450,4385.3,2158.6,0.0
BC16,C450SM550PM450,4448.0,2158.6,0.0
BC18,C450SM550PM450,4510.8,2158.6,0.0
BC20,C450SM550PM450,4573.5,2158.6,0.0
BC22,C450SM550PM450,4636.2,2158.6,0.0
BC24,C450SM550PM450,4699.0,2158.6,0.0
BC26,C450SM550PM450,4761.7,2158.6,0.0
BC28,C450SM550PM450,4824.4,2158.6,0.0
BC42,C450SM550PM450,5263.6,2158.6,0.0
BC44,C450SM550PM450,5326.3,2158.6,0.0
BC46,C450SM550PM450,5389.1,2158.6,0.0
BC48,C450SM550PM450,5451.8,2158.6,0.0
BC50,C450SM550PM450,5514.5,2158.6,0.0
BC52,C450SM550PM450,5577.3,2158.6,0.0
BC54,C450SM550PM450,5640.0,2158.6,0.0
BC56,C450SM550PM450,5702.7,2158.6,0.0
BC58,C450SM550PM450,5765.5,2158.6,0.0
BC60,C450SM550PM450,5828.2,2158.6,0.0
BC62,C450SM550PM450,5890.9,2158.6,0.0
BC64,C450SM550PM450,5953.7,2158.6,0.0
BC66,C450SM550PM450,6016.4,2158.6,0.0
BC68,C450SM550PM450,6079.2,2158.6,0.0
BD1,C450SM550PM450,3977.5,2140.4,0.0
BD3,C450SM550PM450,4040.2,2140.4,0.0
BD5,C450SM550PM450,4103.0,2140.4,0.0
BD7,C450SM550PM450,4165.7,2140.4,0.0
BD9,C450SM550PM450,4228.4,2140.4,0.0
BD11,C450SM550PM450,4291.2,2140.4,0.0
BD13,C450SM550PM450,4353.9,2140.4,0.0
BD15,C450SM550PM450,4416.6,2140.4,0.0
BD17,C450SM550PM450,4479.4,2140.4,0.0
BD19,C450SM550PM450,4542.1,2140.4,0.0
BD21,C450SM550PM450,4604.9,2140.4,0.0
BD23,C450SM550PM450,4667.6,2140.4,0.0
BD25,C450SM550PM450,4730.3,2140.4,0.0
BD27,C450SM550PM450,4793.1,2140.4,0.0
BD29,C450SM550PM450,4855.8,2140.4,0.0
BD41,C450SM550PM450,5232.2,2140.4,0.0
BD43,C450SM550PM450,5295.0,2140.4,0.0
BD45,C450SM550PM450,5357.7,2140.4,0.0
BD47,C450SM550PM450,5420.4,2140.4,0.0
BD49,C450SM550PM450,5483.2,2140.4,0.0
BD51,C450SM550PM450,5545.9,2140.4,0.0
BD53,C450SM550PM450,5608.6,2140.4,0.0
BD55,C450SM550PM450,5671.4,2140.4,0.0
BD57,C450SM550PM450,5734.1,2140.4,0.0
BD59,C450SM550PM450,5796.8,2140.4,0.0
BD61,C450SM550PM450,5859.6,2140.4,0.0
BD63,C450SM550PM450,5922.3,2140.4,0.0
BD65,C450SM550PM450,5985.1,2140.4,0.0
BD67,C450SM550PM450,6047.8,2140.4,0.0
BD69,C450SM550PM450,6110.5,2140.4,0.0
BE2,C450SM550PM450,4008.9,2122.3,0.0
BE4,C450SM550PM450,4071.6,2122.3,0.0
BE6,C450SM550PM450,4134.3,2122.3,0.0
BE8,C450SM550PM450,4197.1,2122.3,0.0
BE10,C450SM550PM450,4259.8,2122.3,0.0
BE12,C450SM550PM450,4322.5,2122.3,0.0
BE14,C450SM550PM450,4385.3,2122.3,0.0
BE16,C450SM550PM450,4448.0,2122.3,0.0
BE18,C450SM550PM450,4510.8,2122.3,0.0
BE20,C450SM550PM450,4573.5,2122.3,0.0
BE22,C450SM550PM450,4636.2,2122.3,0.0
BE24,C450SM550PM450,4699.0,2122.3,0.0
BE26,C450SM550PM450,4761.7,2122.3,0.0
BE28,C450SM550PM450,4824.4,2122.3,0.0
BE42,C450SM550PM450,5263.6,2122.3,0.0
BE44,C450SM550PM450,5326.3,2122.3,0.0
BE46,C450SM550PM450,5389.1,2122.3,0.0
BE48,C450SM550PM450,5451.8,2122.3,0.0
BE50,C450SM550PM450,5514.5,2122.3,0.0
BE52,C450SM550PM450,5577.3,2122.3,0.0
BE54,C450SM550PM450,5640.0,2122.3,0.0
BE56,C450SM550PM450,5702.7,2122.3,0.0
BE58,C450SM550PM450,5765.5,2122.3,0.0
BE60,C450SM550PM450,5828.2,2122.3,0.0
BE62,C450SM550PM450,5890.9,2122.3,0.0
BE64,C450SM550PM450,5953.7,2122.3,0.0
BE66,C450SM550PM450,6016.4,2122.3,0.0
BE68,C450SM550PM450,6079.2,2122.3,0.0
BF1,C450SM550PM450,3977.5,2104.2,0.0
BF3,C450SM550PM450,4040.2,2104.2,0.0
BF5,C450SM550PM450,4103.0,2104.2,0.0
BF7,C450SM550PM450,4165.7,2104.2,0.0
BF9,C450SM550PM450,4228.4,2104.2,0.0
BF11,C450SM550PM450,4291.2,2104.2,0.0
BF13,C450SM550PM450,4353.9,2104.2,0.0
BF15,C450SM550PM450,4416.6,2104.2,0.0
BF17,C450SM550PM450,4479.4,2104.2,0.0
BF19,C450SM550PM450,4542.1,2104.2,0.0
BF21,C450SM550PM450,4604.9,2104.2,0.0
BF23,C450SM550PM450,4667.6,2104.2,0.0
BF25,C450SM550PM450,4730.3,2104.2,0.0
BF27,C450SM550PM450,4793.1,2104.2,0.0
BF29,C450SM550PM450,4855.8,2104.2,0.0
BF41,C450SM550PM450,5232.2,2104.2,0.0
BF43,C450SM550PM450,5295.0,2104.2,0.0
BF45,C450SM550PM450,5357.7,2104.2,0.0
BF47,C450SM550PM450,5420.4,2104.2,0.0
BF49,C450SM550PM450,5483.2,2104.2,0.0
BF51,C450SM550PM450,5545.9,2104.2,0.0
BF53,C450SM550PM450,5608.6,2104.2,0.0
BF55,C450SM550PM450,5671.4,2104.2,0.0
BF57,C450SM550PM450,5734.1,2104.2,0.0
BF59,C450SM550PM450,5796.8,2104.2,0.0
BF61,C450SM550PM450,5859.6,2104.2,0.0
BF63,C450SM550PM450,5922.3,2104.2,0.0
BF65,C450SM550PM450,5985.1,2104.2,0.0
BF67,C450SM550PM450,6047.8,2104.2,0.0
BF69,C450SM550PM450,6110.5,2104.2,0.0
BG2,C450SM550PM450,4008.9,2086.1,0.0
BG4,C450SM550PM450,4071.6,2086.1,0.0
BG6,C450SM550PM450,4134.3,2086.1,0.0
BG8,C450SM550PM450,4197.1,2086.1,0.0
BG10,C450SM550PM450,4259.8,2086.1,0.0
BG12,C450SM550PM450,4322.5,2086.1,0.0
BG14,C450SM550PM450,4385.3,2086.1,0.0
BG16,C450SM550PM450,4448.0,2086.1,0.0
BG18,C450SM550PM450,4510.8,2086.1,0.0
BG20,C450SM550PM450,4573.5,2086.1,0.0
BG22,C450SM550PM450,4636.2,2086.1,0.0
BG24,C450SM550PM450,4699.0,2086.1,0.0
BG26,C450SM550PM450,4761.7,2086.1,0.0
BG28,C450SM550PM450,4824.4,2086.1,0.0
BG42,C450SM550PM450,5263.6,2086.1,0.0
BG44,C450SM550PM450,5326.3,2086.1,0.0
BG46,C450SM550PM450,5389.1,2086.1,0.0
BG48,C450SM550PM450,5451.8,2086.1,0.0
BG50,C450SM550PM450,5514.5,2086.1,0.0
BG52,C450SM550PM450,5577.3,2086.1,0.0
BG54,C450SM550PM450,5640.0,2086.1,0.0
BG56,C450SM550PM450,5702.7,2086.1,0.0
BG58,C450SM550PM450,5765.5,2086.1,0.0
BG60,C450SM550PM450,5828.2,2086.1,0.0
BG62,C450SM550PM450,5890.9,2086.1,0.0
BG64,C450SM550PM450,5953.7,2086.1,0.0
BG66,C450SM550PM450,6016.4,2086.1,0.0
BG68,C450SM550PM450,6079.2,2086.1,0.0
BH1,C450SM550PM450,3977.5,2068.0,0.0
BH3,C450SM550PM450,4040.2,2068.0,0.0
BH5,C450SM550PM450,4103.0,2068.0,0.0
BH7,C450SM550PM450,4165.7,2068.0,0.0
BH9,C450SM550PM450,4228.4,2068.0,0.0
BH11,C450SM550PM450,4291.2,2068.0,0.0
BH13,C450SM550PM450,4353.9,2068.0,0.0
BH15,C450SM550PM450,4416.6,2068.0,0.0
BH17,C450SM550PM450,4479.4,2068.0,0.0
BH19,C450SM550PM450,4542.1,2068.0,0.0
BH21,C450SM550PM450,4604.9,2068.0,0.0
BH23,C450SM550PM450,4667.6,2068.0,0.0
BH25,C450SM550PM450,4730.3,2068.0,0.0
BH27,C450SM550PM450,4793.1,2068.0,0.0
BH29,C450SM550PM450,4855.8,2068.0,0.0
BH41,C450SM550PM450,5232.2,2068.0,0.0
BH43,C450SM550PM450,5295.0,2068.0,0.0
BH45,C450SM550PM450,5357.7,2068.0,0.0
BH47,C450SM550PM450,5420.4,2068.0,0.0
BH49,C450SM550PM450,5483.2,2068.0,0.0
BH51,C450SM550PM450,5545.9,2068.0,0.0
BH53,C450SM550PM450,5608.6,2068.0,0.0
BH55,C450SM550PM450,5671.4,2068.0,0.0
BH57,C450SM550PM450,5734.1,2068.0,0.0
BH59,C450SM550PM450,5796.8,2068.0,0.0
BH61,C450SM550PM450,5859.6,2068.0,0.0
BH63,C450SM550PM450,5922.3,2068.0,0.0
BH65,C450SM550PM450,5985.1,2068.0,0.0
BH67,C450SM550PM450,6047.8,2068.0,0.0
BH69,C450SM550PM450,6110.5,2068.0,0.0
BJ2,C450SM550PM450,4008.9,2049.9,0.0
BJ4,C450SM550PM450,4071.6,2049.9,0.0
BJ6,C450SM550PM450,4134.3,2049.9,0.0
BJ8,C450SM550PM450,4197.1,2049.9,0.0
BJ10,C450SM550PM450,4259.8,2049.9,0.0
BJ12,C450SM550PM450,4322.5,2049.9,0.0
BJ14,C450SM550PM450,4385.3,2049.9,0.0
BJ16,C450SM550PM450,4448.0,2049.9,0.0
BJ18,C450SM550PM450,4510.8,2049.9,0.0
BJ20,C450SM550PM450,4573.5,2049.9,0.0
BJ22,C450SM550PM450,4636.2,2049.9,0.0
BJ24,C450SM550PM450,4699.0,2049.9,0.0
BJ26,C450SM550PM450,4761.7,2049.9,0.0
BJ28,C450SM550PM450,4824.4,2049.9,0.0
BJ42,C450SM550PM450,5263.6,2049.9,0.0
BJ44,C450SM550PM450,5326.3,2049.9,0.0
BJ46,C450SM550PM450,5389.1,2049.9,0.0
BJ48,C450SM550PM450,5451.8,2049.9,0.0
BJ50,C450SM550PM450,5514.5,2049.9,0.0
BJ52,C450SM550PM450,5577.3,2049.9,0.0
BJ54,C450SM550PM450,5640.0,2049.9,0.0
BJ56,C450SM550PM450,5702.7,2049.9,0.0
BJ58,C450SM550PM450,5765.5,2049.9,0.0
BJ60,C450SM550PM450,5828.2,2049.9,0.0
BJ62,C450SM550PM450,5890.9,2049.9,0.0
BJ64,C450SM550PM450,5953.7,2049.9,0.0
BJ66,C450SM550PM450,6016.4,2049.9,0.0
BJ68,C450SM550PM450,6079.2,2049.9,0.0
BK1,C450SM550PM450,3977.5,2031.8,0.0
BK3,C450SM550PM450,4040.2,2031.8,0.0
BK5,C450SM550PM450,4103.0,2031.8,0.0
BK7,C450SM550PM450,4165.7,2031.8,0.0
BK9,C450SM550PM450,4228.4,2031.8,0.0
BK11,C450SM550PM450,4291.2,2031.8,0.0
BK13,C450SM550PM450,4353.9,2031.8,0.0
BK15,C450SM550PM450,4416.6,2031.8,0.0
BK17,C450SM550PM450,4479.4,2031.8,0.0
BK19,C450SM550PM450,4542.1,2031.8,0.0
