# If units not specified use current design units
Units mils

# Format for pin definition file (comma delineated)
PinNumber,Padstack,x,y,rotation
BK21,C450SM550PM450,4604.9,2031.8,0.0
BK23,C450SM550PM450,4667.6,2031.8,0.0
BK25,C450SM550PM450,4730.3,2031.8,0.0
BK27,C450SM550PM450,4793.1,2031.8,0.0
BK29,C450SM550PM450,4855.8,2031.8,0.0
BK41,C450SM550PM450,5232.2,2031.8,0.0
BK43,C450SM550PM450,5295.0,2031.8,0.0
BK45,C450SM550PM450,5357.7,2031.8,0.0
BK47,C450SM550PM450,5420.4,2031.8,0.0
BK49,C450SM550PM450,5483.2,2031.8,0.0
BK51,C450SM550PM450,5545.9,2031.8,0.0
BK53,C450SM550PM450,5608.6,2031.8,0.0
BK55,C450SM550PM450,5671.4,2031.8,0.0
BK57,C450SM550PM450,5734.1,2031.8,0.0
BK59,C450SM550PM450,5796.8,2031.8,0.0
BK61,C450SM550PM450,5859.6,2031.8,0.0
BK63,C450SM550PM450,5922.3,2031.8,0.0
BK65,C450SM550PM450,5985.1,2031.8,0.0
BK67,C450SM550PM450,6047.8,2031.8,0.0
BK69,C450SM550PM450,6110.5,2031.8,0.0
BL2,C450SM550PM450,4008.9,2013.7,0.0
BL4,C450SM550PM450,4071.6,2013.7,0.0
BL6,C450SM550PM450,4134.3,2013.7,0.0
BL8,C450SM550PM450,4197.1,2013.7,0.0
BL10,C450SM550PM450,4259.8,2013.7,0.0
BL12,C450SM550PM450,4322.5,2013.7,0.0
BL14,C450SM550PM450,4385.3,2013.7,0.0
BL16,C450SM550PM450,4448.0,2013.7,0.0
BL18,C450SM550PM450,4510.8,2013.7,0.0
BL20,C450SM550PM450,4573.5,2013.7,0.0
BL22,C450SM550PM450,4636.2,2013.7,0.0
BL24,C450SM550PM450,4699.0,2013.7,0.0
BL26,C450SM550PM450,4761.7,2013.7,0.0
BL28,C450SM550PM450,4824.4,2013.7,0.0
BL42,C450SM550PM450,5263.6,2013.7,0.0
BL44,C450SM550PM450,5326.3,2013.7,0.0
BL46,C450SM550PM450,5389.1,2013.7,0.0
BL48,C450SM550PM450,5451.8,2013.7,0.0
BL50,C450SM550PM450,5514.5,2013.7,0.0
BL52,C450SM550PM450,5577.3,2013.7,0.0
BL54,C450SM550PM450,5640.0,2013.7,0.0
BL56,C450SM550PM450,5702.7,2013.7,0.0
BL58,C450SM550PM450,5765.5,2013.7,0.0
BL60,C450SM550PM450,5828.2,2013.7,0.0
BL62,C450SM550PM450,5890.9,2013.7,0.0
BL64,C450SM550PM450,5953.7,2013.7,0.0
BL66,C450SM550PM450,6016.4,2013.7,0.0
BL68,C450SM550PM450,6079.2,2013.7,0.0
BM1,C450SM550PM450,3977.5,1995.6,0.0
BM3,C450SM550PM450,4040.2,1995.6,0.0
BM5,C450SM550PM450,4103.0,1995.6,0.0
BM7,C450SM550PM450,4165.7,1995.6,0.0
BM9,C450SM550PM450,4228.4,1995.6,0.0
BM11,C450SM550PM450,4291.2,1995.6,0.0
BM13,C450SM550PM450,4353.9,1995.6,0.0
BM15,C450SM550PM450,4416.6,1995.6,0.0
BM17,C450SM550PM450,4479.4,1995.6,0.0
BM19,C450SM550PM450,4542.1,1995.6,0.0
BM21,C450SM550PM450,4604.9,1995.6,0.0
BM23,C450SM550PM450,4667.6,1995.6,0.0
BM25,C450SM550PM450,4730.3,1995.6,0.0
BM27,C450SM550PM450,4793.1,1995.6,0.0
BM29,C450SM550PM450,4855.8,1995.6,0.0
BM41,C450SM550PM450,5232.2,1995.6,0.0
BM43,C450SM550PM450,5295.0,1995.6,0.0
BM45,C450SM550PM450,5357.7,1995.6,0.0
BM47,C450SM550PM450,5420.4,1995.6,0.0
BM49,C450SM550PM450,5483.2,1995.6,0.0
BM51,C450SM550PM450,5545.9,1995.6,0.0
BM53,C450SM550PM450,5608.6,1995.6,0.0
BM55,C450SM550PM450,5671.4,1995.6,0.0
BM57,C450SM550PM450,5734.1,1995.6,0.0
BM59,C450SM550PM450,5796.8,1995.6,0.0
BM61,C450SM550PM450,5859.6,1995.6,0.0
BM63,C450SM550PM450,5922.3,1995.6,0.0
BM65,C450SM550PM450,5985.1,1995.6,0.0
BM67,C450SM550PM450,6047.8,1995.6,0.0
BM69,C450SM550PM450,6110.5,1995.6,0.0
BN2,C450SM550PM450,4008.9,1977.4,0.0
BN4,C450SM550PM450,4071.6,1977.4,0.0
BN6,C450SM550PM450,4134.3,1977.4,0.0
BN8,C450SM550PM450,4197.1,1977.4,0.0
BN10,C450SM550PM450,4259.8,1977.4,0.0
BN12,C450SM550PM450,4322.5,1977.4,0.0
BN14,C450SM550PM450,4385.3,1977.4,0.0
BN16,C450SM550PM450,4448.0,1977.4,0.0
BN18,C450SM550PM450,4510.8,1977.4,0.0
BN20,C450SM550PM450,4573.5,1977.4,0.0
BN22,C450SM550PM450,4636.2,1977.4,0.0
BN24,C450SM550PM450,4699.0,1977.4,0.0
BN26,C450SM550PM450,4761.7,1977.4,0.0
BN28,C450SM550PM450,4824.4,1977.4,0.0
BN42,C450SM550PM450,5263.6,1977.4,0.0
BN44,C450SM550PM450,5326.3,1977.4,0.0
BN46,C450SM550PM450,5389.1,1977.4,0.0
BN48,C450SM550PM450,5451.8,1977.4,0.0
BN50,C450SM550PM450,5514.5,1977.4,0.0
BN52,C450SM550PM450,5577.3,1977.4,0.0
BN54,C450SM550PM450,5640.0,1977.4,0.0
BN56,C450SM550PM450,5702.7,1977.4,0.0
BN58,C450SM550PM450,5765.5,1977.4,0.0
BN60,C450SM550PM450,5828.2,1977.4,0.0
BN62,C450SM550PM450,5890.9,1977.4,0.0
BN64,C450SM550PM450,5953.7,1977.4,0.0
BN66,C450SM550PM450,6016.4,1977.4,0.0
BN68,C450SM550PM450,6079.2,1977.4,0.0
BP1,C450SM550PM450,3977.5,1959.3,0.0
BP3,C450SM550PM450,4040.2,1959.3,0.0
BP5,C450SM550PM450,4103.0,1959.3,0.0
BP7,C450SM550PM450,4165.7,1959.3,0.0
BP9,C450SM550PM450,4228.4,1959.3,0.0
BP11,C450SM550PM450,4291.2,1959.3,0.0
BP13,C450SM550PM450,4353.9,1959.3,0.0
BP15,C450SM550PM450,4416.6,1959.3,0.0
BP17,C450SM550PM450,4479.4,1959.3,0.0
BP19,C450SM550PM450,4542.1,1959.3,0.0
BP21,C450SM550PM450,4604.9,1959.3,0.0
BP23,C450SM550PM450,4667.6,1959.3,0.0
BP25,C450SM550PM450,4730.3,1959.3,0.0
BP27,C450SM550PM450,4793.1,1959.3,0.0
BP29,C450SM550PM450,4855.8,1959.3,0.0
BP41,C450SM550PM450,5232.2,1959.3,0.0
BP43,C450SM550PM450,5295.0,1959.3,0.0
BP45,C450SM550PM450,5357.7,1959.3,0.0
BP47,C450SM550PM450,5420.4,1959.3,0.0
BP49,C450SM550PM450,5483.2,1959.3,0.0
BP51,C450SM550PM450,5545.9,1959.3,0.0
BP53,C450SM550PM450,5608.6,1959.3,0.0
BP55,C450SM550PM450,5671.4,1959.3,0.0
BP57,C450SM550PM450,5734.1,1959.3,0.0
BP59,C450SM550PM450,5796.8,1959.3,0.0
BP61,C450SM550PM450,5859.6,1959.3,0.0
BP63,C450SM550PM450,5922.3,1959.3,0.0
BP65,C450SM550PM450,5985.1,1959.3,0.0
BP67,C450SM550PM450,6047.8,1959.3,0.0
BP69,C450SM550PM450,6110.5,1959.3,0.0
BR2,C450SM550PM450,4008.9,1941.2,0.0
BR4,C450SM550PM450,4071.6,1941.2,0.0
BR6,C450SM550PM450,4134.3,1941.2,0.0
BR8,C450SM550PM450,4197.1,1941.2,0.0
BR10,C450SM550PM450,4259.8,1941.2,0.0
BR12,C450SM550PM450,4322.5,1941.2,0.0
BR14,C450SM550PM450,4385.3,1941.2,0.0
BR16,C450SM550PM450,4448.0,1941.2,0.0
BR18,C450SM550PM450,4510.8,1941.2,0.0
BR20,C450SM550PM450,4573.5,1941.2,0.0
BR22,C450SM550PM450,4636.2,1941.2,0.0
BR24,C450SM550PM450,4699.0,1941.2,0.0
BR26,C450SM550PM450,4761.7,1941.2,0.0
BR28,C450SM550PM450,4824.4,1941.2,0.0
BR42,C450SM550PM450,5263.6,1941.2,0.0
BR44,C450SM550PM450,5326.3,1941.2,0.0
BR46,C450SM550PM450,5389.1,1941.2,0.0
BR48,C450SM550PM450,5451.8,1941.2,0.0
BR50,C450SM550PM450,5514.5,1941.2,0.0
BR52,C450SM550PM450,5577.3,1941.2,0.0
BR54,C450SM550PM450,5640.0,1941.2,0.0
BR56,C450SM550PM450,5702.7,1941.2,0.0
BR58,C450SM550PM450,5765.5,1941.2,0.0
BR60,C450SM550PM450,5828.2,1941.2,0.0
BR62,C450SM550PM450,5890.9,1941.2,0.0
BR64,C450SM550PM450,5953.7,1941.2,0.0
BR66,C450SM550PM450,6016.4,1941.2,0.0
BR68,C450SM550PM450,6079.2,1941.2,0.0
BT1,C450SM550PM450,3977.5,1923.1,0.0
BT3,C450SM550PM450,4040.2,1923.1,0.0
BT5,C450SM550PM450,4103.0,1923.1,0.0
BT7,C450SM550PM450,4165.7,1923.1,0.0
BT9,C450SM550PM450,4228.4,1923.1,0.0
BT11,C450SM550PM450,4291.2,1923.1,0.0
BT13,C450SM550PM450,4353.9,1923.1,0.0
BT15,C450SM550PM450,4416.6,1923.1,0.0
BT17,C450SM550PM450,4479.4,1923.1,0.0
BT19,C450SM550PM450,4542.1,1923.1,0.0
BT21,C450SM550PM450,4604.9,1923.1,0.0
BT23,C450SM550PM450,4667.6,1923.1,0.0
BT25,C450SM550PM450,4730.3,1923.1,0.0
BT27,C450SM550PM450,4793.1,1923.1,0.0
BT29,C450SM550PM450,4855.8,1923.1,0.0
BT41,C450SM550PM450,5232.2,1923.1,0.0
BT43,C450SM550PM450,5295.0,1923.1,0.0
BT45,C450SM550PM450,5357.7,1923.1,0.0
BT47,C450SM550PM450,5420.4,1923.1,0.0
BT49,C450SM550PM450,5483.2,1923.1,0.0
BT51,C450SM550PM450,5545.9,1923.1,0.0
BT53,C450SM550PM450,5608.6,1923.1,0.0
BT55,C450SM550PM450,5671.4,1923.1,0.0
BT57,C450SM550PM450,5734.1,1923.1,0.0
BT59,C450SM550PM450,5796.8,1923.1,0.0
BT61,C450SM550PM450,5859.6,1923.1,0.0
BT63,C450SM550PM450,5922.3,1923.1,0.0
BT65,C450SM550PM450,5985.1,1923.1,0.0
BT67,C450SM550PM450,6047.8,1923.1,0.0
BT69,C450SM550PM450,6110.5,1923.1,0.0
BU2,C450SM550PM450,4008.9,1905.0,0.0
BU4,C450SM550PM450,4071.6,1905.0,0.0
BU6,C450SM550PM450,4134.3,1905.0,0.0
BU8,C450SM550PM450,4197.1,1905.0,0.0
BU10,C450SM550PM450,4259.8,1905.0,0.0
BU12,C450SM550PM450,4322.5,1905.0,0.0
BU14,C450SM550PM450,4385.3,1905.0,0.0
BU16,C450SM550PM450,4448.0,1905.0,0.0
BU18,C450SM550PM450,4510.8,1905.0,0.0
BU20,C450SM550PM450,4573.5,1905.0,0.0
BU22,C450SM550PM450,4636.2,1905.0,0.0
BU24,C450SM550PM450,4699.0,1905.0,0.0
BU26,C450SM550PM450,4761.7,1905.0,0.0
BU28,C450SM550PM450,4824.4,1905.0,0.0
BU30,C450SM550PM450,4887.2,1905.0,0.0
BU32,C450SM550PM450,4949.9,1905.0,0.0
BU34,C450SM550PM450,5012.6,1905.0,0.0
BU36,C450SM550PM450,5075.4,1905.0,0.0
BU38,C450SM550PM450,5138.1,1905.0,0.0
BU40,C450SM550PM450,5200.9,1905.0,0.0
BU42,C450SM550PM450,5263.6,1905.0,0.0
BU44,C450SM550PM450,5326.3,1905.0,0.0
BU46,C450SM550PM450,5389.1,1905.0,0.0
BU48,C450SM550PM450,5451.8,1905.0,0.0
BU50,C450SM550PM450,5514.5,1905.0,0.0
BU52,C450SM550PM450,5577.3,1905.0,0.0
BU54,C450SM550PM450,5640.0,1905.0,0.0
BU56,C450SM550PM450,5702.7,1905.0,0.0
BU58,C450SM550PM450,5765.5,1905.0,0.0
BU60,C450SM550PM450,5828.2,1905.0,0.0
BU62,C450SM550PM450,5890.9,1905.0,0.0
BU64,C450SM550PM450,5953.7,1905.0,0.0
BU66,C450SM550PM450,6016.4,1905.0,0.0
BU68,C450SM550PM450,6079.2,1905.0,0.0
BV1,C450SM550PM450,3977.5,1886.9,0.0
BV3,C450SM550PM450,4040.2,1886.9,0.0
BV5,C450SM550PM450,4103.0,1886.9,0.0
BV7,C450SM550PM450,4165.7,1886.9,0.0
BV9,C450SM550PM450,4228.4,1886.9,0.0
BV11,C450SM550PM450,4291.2,1886.9,0.0
BV13,C450SM550PM450,4353.9,1886.9,0.0
BV15,C450SM550PM450,4416.6,1886.9,0.0
BV17,C450SM550PM450,4479.4,1886.9,0.0
BV19,C450SM550PM450,4542.1,1886.9,0.0
BV21,C450SM550PM450,4604.9,1886.9,0.0
BV23,C450SM550PM450,4667.6,1886.9,0.0
BV25,C450SM550PM450,4730.3,1886.9,0.0
BV27,C450SM550PM450,4793.1,1886.9,0.0
BV29,C450SM550PM450,4855.8,1886.9,0.0
BV31,C450SM550PM450,4918.5,1886.9,0.0
BV33,C450SM550PM450,4981.3,1886.9,0.0
BV35,C450SM550PM450,5044.0,1886.9,0.0
BV37,C450SM550PM450,5106.7,1886.9,0.0
BV39,C450SM550PM450,5169.5,1886.9,0.0
BV41,C450SM550PM450,5232.2,1886.9,0.0
BV43,C450SM550PM450,5295.0,1886.9,0.0
BV45,C450SM550PM450,5357.7,1886.9,0.0
BV47,C450SM550PM450,5420.4,1886.9,0.0
BV49,C450SM550PM450,5483.2,1886.9,0.0
BV51,C450SM550PM450,5545.9,1886.9,0.0
BV53,C450SM550PM450,5608.6,1886.9,0.0
BV55,C450SM550PM450,5671.4,1886.9,0.0
BV57,C450SM550PM450,5734.1,1886.9,0.0
BV59,C450SM550PM450,5796.8,1886.9,0.0
BV61,C450SM550PM450,5859.6,1886.9,0.0
BV63,C450SM550PM450,5922.3,1886.9,0.0
BV65,C450SM550PM450,5985.1,1886.9,0.0
BV67,C450SM550PM450,6047.8,1886.9,0.0
BV69,C450SM550PM450,6110.5,1886.9,0.0
BW2,C450SM550PM450,4008.9,1868.8,0.0
BW4,C450SM550PM450,4071.6,1868.8,0.0
BW6,C450SM550PM450,4134.3,1868.8,0.0
BW8,C450SM550PM450,4197.1,1868.8,0.0
BW10,C450SM550PM450,4259.8,1868.8,0.0
BW12,C450SM550PM450,4322.5,1868.8,0.0
BW14,C450SM550PM450,4385.3,1868.8,0.0
BW16,C450SM550PM450,4448.0,1868.8,0.0
BW18,C450SM550PM450,4510.8,1868.8,0.0
BW20,C450SM550PM450,4573.5,1868.8,0.0
BW22,C450SM550PM450,4636.2,1868.8,0.0
BW24,C450SM550PM450,4699.0,1868.8,0.0
BW26,C450SM550PM450,4761.7,1868.8,0.0
BW28,C450SM550PM450,4824.4,1868.8,0.0
BW30,C450SM550PM450,4887.2,1868.8,0.0
BW32,C450SM550PM450,4949.9,1868.8,0.0
BW34,C450SM550PM450,5012.6,1868.8,0.0
BW36,C450SM550PM450,5075.4,1868.8,0.0
BW38,C450SM550PM450,5138.1,1868.8,0.0
BW40,C450SM550PM450,5200.9,1868.8,0.0
BW42,C450SM550PM450,5263.6,1868.8,0.0
BW44,C450SM550PM450,5326.3,1868.8,0.0
BW46,C450SM550PM450,5389.1,1868.8,0.0
BW48,C450SM550PM450,5451.8,1868.8,0.0
BW50,C450SM550PM450,5514.5,1868.8,0.0
BW52,C450SM550PM450,5577.3,1868.8,0.0
BW54,C450SM550PM450,5640.0,1868.8,0.0
BW56,C450SM550PM450,5702.7,1868.8,0.0
BW58,C450SM550PM450,5765.5,1868.8,0.0
BW60,C450SM550PM450,5828.2,1868.8,0.0
BW62,C450SM550PM450,5890.9,1868.8,0.0
BW64,C450SM550PM450,5953.7,1868.8,0.0
BW66,C450SM550PM450,6016.4,1868.8,0.0
BW68,C450SM550PM450,6079.2,1868.8,0.0
BY1,C450SM550PM450,3977.5,1850.7,0.0
BY3,C450SM550PM450,4040.2,1850.7,0.0
BY5,C450SM550PM450,4103.0,1850.7,0.0
BY7,C450SM550PM450,4165.7,1850.7,0.0
BY9,C450SM550PM450,4228.4,1850.7,0.0
BY11,C450SM550PM450,4291.2,1850.7,0.0
BY13,C450SM550PM450,4353.9,1850.7,0.0
BY15,C450SM550PM450,4416.6,1850.7,0.0
BY17,C450SM550PM450,4479.4,1850.7,0.0
BY19,C450SM550PM450,4542.1,1850.7,0.0
BY21,C450SM550PM450,4604.9,1850.7,0.0
BY23,C450SM550PM450,4667.6,1850.7,0.0
BY25,C450SM550PM450,4730.3,1850.7,0.0
BY27,C450SM550PM450,4793.1,1850.7,0.0
BY29,C450SM550PM450,4855.8,1850.7,0.0
BY31,C450SM550PM450,4918.5,1850.7,0.0
BY33,C450SM550PM450,4981.3,1850.7,0.0
BY35,C450SM550PM450,5044.0,1850.7,0.0
BY37,C450SM550PM450,5106.7,1850.7,0.0
BY39,C450SM550PM450,5169.5,1850.7,0.0
BY41,C450SM550PM450,5232.2,1850.7,0.0
BY43,C450SM550PM450,5295.0,1850.7,0.0
BY45,C450SM550PM450,5357.7,1850.7,0.0
BY47,C450SM550PM450,5420.4,1850.7,0.0
BY49,C450SM550PM450,5483.2,1850.7,0.0
BY51,C450SM550PM450,5545.9,1850.7,0.0
BY53,C450SM550PM450,5608.6,1850.7,0.0
BY55,C450SM550PM450,5671.4,1850.7,0.0
BY57,C450SM550PM450,5734.1,1850.7,0.0
BY59,C450SM550PM450,5796.8,1850.7,0.0
BY61,C450SM550PM450,5859.6,1850.7,0.0
BY63,C450SM550PM450,5922.3,1850.7,0.0
BY65,C450SM550PM450,5985.1,1850.7,0.0
BY67,C450SM550PM450,6047.8,1850.7,0.0
BY69,C450SM550PM450,6110.5,1850.7,0.0
C2,C475SM575PM475,4008.9,2883.0,0.0
C4,C450SM550PM450,4071.6,2883.0,0.0
C6,C450SM550PM450,4134.3,2883.0,0.0
C8,C450SM550PM450,4197.1,2883.0,0.0
C10,C450SM550PM450,4259.8,2883.0,0.0
C12,C450SM550PM450,4322.5,2883.0,0.0
C14,C450SM550PM450,4385.3,2883.0,0.0
C16,C450SM550PM450,4448.0,2883.0,0.0
C18,C450SM550PM450,4510.8,2883.0,0.0
C20,C450SM550PM450,4573.5,2883.0,0.0
C22,C450SM550PM450,4636.2,2883.0,0.0
C24,C450SM550PM450,4699.0,2883.0,0.0
C26,C450SM550PM450,4761.7,2883.0,0.0
C28,C450SM550PM450,4824.4,2883.0,0.0
C30,C450SM550PM450,4887.2,2883.0,0.0
C32,C450SM550PM450,4949.9,2883.0,0.0
C34,C450SM550PM450,5012.6,2883.0,0.0
C36,C450SM550PM450,5075.4,2883.0,0.0
C38,C450SM550PM450,5138.1,2883.0,0.0
C40,C450SM550PM450,5200.9,2883.0,0.0
C42,C450SM550PM450,5263.6,2883.0,0.0
C44,C450SM550PM450,5326.3,2883.0,0.0
C46,C450SM550PM450,5389.1,2883.0,0.0
C48,C450SM550PM450,5451.8,2883.0,0.0
C50,C450SM550PM450,5514.5,2883.0,0.0
C52,C450SM550PM450,5577.3,2883.0,0.0
C54,C450SM550PM450,5640.0,2883.0,0.0
C56,C450SM550PM450,5702.7,2883.0,0.0
C58,C450SM550PM450,5765.5,2883.0,0.0
C60,C450SM550PM450,5828.2,2883.0,0.0
C62,C450SM550PM450,5890.9,2883.0,0.0
C64,C450SM550PM450,5953.7,2883.0,0.0
C66,C450SM550PM450,6016.4,2883.0,0.0
C68,C475SM575PM475,6079.2,2883.0,0.0
CA2,C450SM550PM450,4008.9,1832.6,0.0
CA4,C450SM550PM450,4071.6,1832.6,0.0
CA6,C450SM550PM450,4134.3,1832.6,0.0
CA8,C450SM550PM450,4197.1,1832.6,0.0
CA10,C450SM550PM450,4259.8,1832.6,0.0
CA12,C450SM550PM450,4322.5,1832.6,0.0
CA14,C450SM550PM450,4385.3,1832.6,0.0
CA16,C450SM550PM450,4448.0,1832.6,0.0
CA18,C450SM550PM450,4510.8,1832.6,0.0
CA20,C450SM550PM450,4573.5,1832.6,0.0
CA22,C450SM550PM450,4636.2,1832.6,0.0
CA24,C450SM550PM450,4699.0,1832.6,0.0
CA26,C450SM550PM450,4761.7,1832.6,0.0
CA28,C450SM550PM450,4824.4,1832.6,0.0
CA30,C450SM550PM450,4887.2,1832.6,0.0
CA32,C450SM550PM450,4949.9,1832.6,0.0
CA34,C450SM550PM450,5012.6,1832.6,0.0
CA36,C450SM550PM450,5075.4,1832.6,0.0
CA38,C450SM550PM450,5138.1,1832.6,0.0
CA40,C450SM550PM450,5200.9,1832.6,0.0
CA42,C450SM550PM450,5263.6,1832.6,0.0
CA44,C450SM550PM450,5326.3,1832.6,0.0
CA46,C450SM550PM450,5389.1,1832.6,0.0
CA48,C450SM550PM450,5451.8,1832.6,0.0
CA50,C450SM550PM450,5514.5,1832.6,0.0
CA52,C450SM550PM450,5577.3,1832.6,0.0
CA54,C450SM550PM450,5640.0,1832.6,0.0
CA56,C450SM550PM450,5702.7,1832.6,0.0
CA58,C450SM550PM450,5765.5,1832.6,0.0
CA60,C450SM550PM450,5828.2,1832.6,0.0
CA62,C450SM550PM450,5890.9,1832.6,0.0
CA64,C450SM550PM450,5953.7,1832.6,0.0
CA66,C450SM550PM450,6016.4,1832.6,0.0
CA68,C450SM550PM450,6079.2,1832.6,0.0
CB1,C450SM550PM450,3977.5,1814.5,0.0
CB3,C450SM550PM450,4040.2,1814.5,0.0
CB5,C450SM550PM450,4103.0,1814.5,0.0
CB7,C450SM550PM450,4165.7,1814.5,0.0
CB9,C450SM550PM450,4228.4,1814.5,0.0
CB11,C450SM550PM450,4291.2,1814.5,0.0
CB13,C450SM550PM450,4353.9,1814.5,0.0
CB15,C450SM550PM450,4416.6,1814.5,0.0
CB17,C450SM550PM450,4479.4,1814.5,0.0
CB19,C450SM550PM450,4542.1,1814.5,0.0
CB21,C450SM550PM450,4604.9,1814.5,0.0
CB23,C450SM550PM450,4667.6,1814.5,0.0
CB25,C450SM550PM450,4730.3,1814.5,0.0
CB27,C450SM550PM450,4793.1,1814.5,0.0
CB29,C450SM550PM450,4855.8,1814.5,0.0
CB31,C450SM550PM450,4918.5,1814.5,0.0
CB33,C450SM550PM450,4981.3,1814.5,0.0
CB35,C450SM550PM450,5044.0,1814.5,0.0
CB37,C450SM550PM450,5106.7,1814.5,0.0
CB39,C450SM550PM450,5169.5,1814.5,0.0
CB41,C450SM550PM450,5232.2,1814.5,0.0
CB43,C450SM550PM450,5295.0,1814.5,0.0
CB45,C450SM550PM450,5357.7,1814.5,0.0
CB47,C450SM550PM450,5420.4,1814.5,0.0
CB49,C450SM550PM450,5483.2,1814.5,0.0
CB51,C450SM550PM450,5545.9,1814.5,0.0
CB53,C450SM550PM450,5608.6,1814.5,0.0
CB55,C450SM550PM450,5671.4,1814.5,0.0
CB57,C450SM550PM450,5734.1,1814.5,0.0
CB59,C450SM550PM450,5796.8,1814.5,0.0
CB61,C450SM550PM450,5859.6,1814.5,0.0
CB63,C450SM550PM450,5922.3,1814.5,0.0
CB65,C450SM550PM450,5985.1,1814.5,0.0
CB67,C450SM550PM450,6047.8,1814.5,0.0
CB69,C450SM550PM450,6110.5,1814.5,0.0
CC2,C450SM550PM450,4008.9,1796.3,0.0
CC4,C450SM550PM450,4071.6,1796.3,0.0
CC6,C450SM550PM450,4134.3,1796.3,0.0
CC8,C450SM550PM450,4197.1,1796.3,0.0
CC10,C450SM550PM450,4259.8,1796.3,0.0
CC12,C450SM550PM450,4322.5,1796.3,0.0
CC14,C450SM550PM450,4385.3,1796.3,0.0
CC16,C450SM550PM450,4448.0,1796.3,0.0
CC18,C450SM550PM450,4510.8,1796.3,0.0
CC20,C450SM550PM450,4573.5,1796.3,0.0
CC22,C450SM550PM450,4636.2,1796.3,0.0
CC24,C450SM550PM450,4699.0,1796.3,0.0
CC26,C450SM550PM450,4761.7,1796.3,0.0
CC28,C450SM550PM450,4824.4,1796.3,0.0
CC30,C450SM550PM450,4887.2,1796.3,0.0
CC32,C450SM550PM450,4949.9,1796.3,0.0
CC34,C450SM550PM450,5012.6,1796.3,0.0
CC36,C450SM550PM450,5075.4,1796.3,0.0
CC38,C450SM550PM450,5138.1,1796.3,0.0
CC40,C450SM550PM450,5200.9,1796.3,0.0
CC42,C450SM550PM450,5263.6,1796.3,0.0
CC44,C450SM550PM450,5326.3,1796.3,0.0
CC46,C450SM550PM450,5389.1,1796.3,0.0
CC48,C450SM550PM450,5451.8,1796.3,0.0
CC50,C450SM550PM450,5514.5,1796.3,0.0
CC52,C450SM550PM450,5577.3,1796.3,0.0
CC54,C450SM550PM450,5640.0,1796.3,0.0
CC56,C450SM550PM450,5702.7,1796.3,0.0
CC58,C450SM550PM450,5765.5,1796.3,0.0
CC60,C450SM550PM450,5828.2,1796.3,0.0
CC62,C450SM550PM450,5890.9,1796.3,0.0
CC64,C450SM550PM450,5953.7,1796.3,0.0
CC66,C450SM550PM450,6016.4,1796.3,0.0
CC68,C450SM550PM450,6079.2,1796.3,0.0
CD1,C450SM550PM450,3977.5,1778.2,0.0
CD3,C450SM550PM450,4040.2,1778.2,0.0
CD5,C450SM550PM450,4103.0,1778.2,0.0
CD7,C450SM550PM450,4165.7,1778.2,0.0
CD9,C450SM550PM450,4228.4,1778.2,0.0
CD11,C450SM550PM450,4291.2,1778.2,0.0
CD13,C450SM550PM450,4353.9,1778.2,0.0
CD15,C450SM550PM450,4416.6,1778.2,0.0
CD17,C450SM550PM450,4479.4,1778.2,0.0
CD19,C450SM550PM450,4542.1,1778.2,0.0
CD21,C450SM550PM450,4604.9,1778.2,0.0
CD23,C450SM550PM450,4667.6,1778.2,0.0
CD25,C450SM550PM450,4730.3,1778.2,0.0
CD27,C450SM550PM450,4793.1,1778.2,0.0
CD29,C450SM550PM450,4855.8,1778.2,0.0
CD31,C450SM550PM450,4918.5,1778.2,0.0
CD33,C450SM550PM450,4981.3,1778.2,0.0
CD35,C450SM550PM450,5044.0,1778.2,0.0
CD37,C450SM550PM450,5106.7,1778.2,0.0
CD39,C450SM550PM450,5169.5,1778.2,0.0
CD41,C450SM550PM450,5232.2,1778.2,0.0
CD43,C450SM550PM450,5295.0,1778.2,0.0
CD45,C450SM550PM450,5357.7,1778.2,0.0
CD47,C450SM550PM450,5420.4,1778.2,0.0
CD49,C450SM550PM450,5483.2,1778.2,0.0
CD51,C450SM550PM450,5545.9,1778.2,0.0
CD53,C450SM550PM450,5608.6,1778.2,0.0
CD55,C450SM550PM450,5671.4,1778.2,0.0
CD57,C450SM550PM450,5734.1,1778.2,0.0
CD59,C450SM550PM450,5796.8,1778.2,0.0
CD61,C450SM550PM450,5859.6,1778.2,0.0
CD63,C450SM550PM450,5922.3,1778.2,0.0
CD65,C450SM550PM450,5985.1,1778.2,0.0
CD67,C450SM550PM450,6047.8,1778.2,0.0
CD69,C450SM550PM450,6110.5,1778.2,0.0
CE2,C450SM550PM450,4008.9,1760.1,0.0
CE4,C450SM550PM450,4071.6,1760.1,0.0
CE6,C450SM550PM450,4134.3,1760.1,0.0
CE8,C450SM550PM450,4197.1,1760.1,0.0
CE10,C450SM550PM450,4259.8,1760.1,0.0
CE12,C450SM550PM450,4322.5,1760.1,0.0
CE14,C450SM550PM450,4385.3,1760.1,0.0
CE16,C450SM550PM450,4448.0,1760.1,0.0
CE18,C450SM550PM450,4510.8,1760.1,0.0
CE20,C450SM550PM450,4573.5,1760.1,0.0
CE22,C450SM550PM450,4636.2,1760.1,0.0
CE24,C450SM550PM450,4699.0,1760.1,0.0
CE26,C450SM550PM450,4761.7,1760.1,0.0
